# Notes : All Entities
# Technology : MassHunterQual.IDENTIFIED_UNIDENTIFIED_COMPOUNDS.Triclosan Dosing Negative_2017_Aug_22_13_41_50
# Owner : gxuser
# Created On : Tue Aug 22 13:42:37 EDT 2017
Compound	20170810-01-018(raw)	20170810-01-019(raw)	20170810-01-020(raw)	20170810-01-021(raw)	20170810-01-022(raw)	20170810-01-023(raw)	20170810-01-024(raw)	20170810-01-025(raw)	20170810-01-026(raw)	20170810-01-027(raw)	20170810-01-028(raw)	20170810-01-031(raw)	20170810-01-032(raw)	20170810-01-033(raw)	20170810-01-034(raw)	20170810-01-035(raw)	20170810-01-036(raw)	20170810-01-037(raw)	20170810-01-038(raw)	20170810-01-039(raw)	20170810-01-040(raw)	20170810-01-041(raw)	20170810-01-044(raw)	20170810-01-045(raw)	20170810-01-046(raw)	20170810-01-047(raw)	20170810-01-048(raw)	20170810-01-049(raw)	20170810-01-050(raw)	20170810-01-051(raw)	20170810-01-052(raw)	20170810-01-053(raw)	20170810-01-054(raw)	20170810-01-058(raw)	20170810-01-059(raw)	20170810-01-060(raw)	20170810-01-061(raw)	20170810-01-062(raw)	20170810-01-063(raw)	20170810-01-064(raw)	20170810-01-065(raw)	20170810-01-066(raw)	20170810-01-067(raw)	20170810-01-068(raw)	20170810-01-071(raw)	20170810-01-072(raw)	20170810-01-073(raw)	20170810-01-074(raw)	20170810-01-075(raw)	20170810-01-076(raw)	20170811-01-018(raw)	20170811-01-019(raw)	20170811-01-020(raw)	20170811-01-021(raw)	20170811-01-022(raw)	20170811-01-023(raw)	20170811-01-024(raw)	20170811-01-025(raw)	20170811-01-026(raw)	20170811-01-027(raw)	20170811-01-028(raw)	20170811-01-031(raw)	20170811-01-032(raw)	20170811-01-033(raw)	20170811-01-034(raw)	20170811-01-035(raw)	20170811-01-036(raw)	20170811-01-037(raw)	20170811-01-038(raw)	20170811-01-039(raw)	20170811-01-040(raw)	20170811-01-041(raw)	20170811-01-044(raw)	20170811-01-045(raw)	20170811-01-046(raw)	20170811-01-047(raw)	20170811-01-048(raw)	20170811-01-049(raw)	20170811-01-050(raw)	20170811-01-051(raw)	20170811-01-052(raw)	20170811-01-053(raw)	20170811-01-054(raw)	20170813-01-021(raw)	20170813-01-022(raw)	20170813-01-023(raw)	20170813-01-024(raw)	20170813-01-025(raw)	20170813-01-026(raw)	20170813-01-027(raw)	20170813-01-028(raw)	20170813-01-029(raw)	20170813-01-030(raw)	20170813-01-031(raw)	20170813-01-034(raw)	20170813-01-035(raw)	20170813-01-036(raw)	20170813-01-037(raw)	Alignment Value	Annotations	CAS Number	CompositeSpectrum	Mass	Compound Name	Frequency	Ionization mode	Retention Time
967.0079@13.833007	1.0	254978.0	270029.0	262607.0	255958.0	281552.0	243705.0	249161.0	275522.0	295564.0	232391.0	34914.0	283472.0	255733.0	295892.0	262813.0	262770.0	257344.0	261346.0	282138.0	269981.0	250945.0	1.0	331555.0	270877.0	273612.0	276262.0	284598.0	276487.0	294337.0	293894.0	293840.0	275846.0	1.0	292748.0	297588.0	237032.0	265899.0	257237.0	276020.0	310640.0	290412.0	275861.0	300764.0	1.0	287463.0	260764.0	262386.0	231346.0	256460.0	1.0	266093.0	239383.0	251219.0	277759.0	249173.0	221637.0	290753.0	300087.0	261516.0	252638.0	1.0	271736.0	268698.0	248037.0	284943.0	275060.0	273468.0	265283.0	232952.0	283336.0	262788.0	1.0	266822.0	217676.0	244662.0	263981.0	260363.0	266275.0	261338.0	242168.0	268589.0	215296.0	15777.0	260427.0	268681.0	254348.0	236362.0	225202.0	250856.0	263128.0	275983.0	276400.0	303521.0	1.0	237691.0	275245.0	265102.0				(966.0007, 61546.64)(967.0026, 12500.23)(968.0041, 2470.67)(969.0024, 629.99)	967.0079	967.0079@13.833007	90	Esi-	13.833007
C7H2F12O2	118764.0	106955.0	128645.0	118762.0	119939.0	117892.0	137712.0	151449.0	123587.0	139155.0	139037.0	157558.0	156063.0	147329.0	130217.0	151849.0	163793.0	166011.0	175563.0	173041.0	183015.0	178107.0	200130.0	175413.0	190026.0	172570.0	197134.0	204917.0	194883.0	187814.0	197341.0	204939.0	216515.0	226327.0	214397.0	201703.0	248567.0	233054.0	213977.0	217589.0	242700.0	183772.0	211860.0	203462.0	202248.0	221318.0	219861.0	220837.0	206217.0	210278.0	185130.0	195639.0	201403.0	237438.0	235904.0	228808.0	236989.0	190203.0	207897.0	193928.0	211186.0	243609.0	238809.0	240898.0	247198.0	260473.0	224950.0	246627.0	255940.0	278304.0	284931.0	271027.0	256995.0	291062.0	285422.0	270758.0	301178.0	302700.0	276485.0	292741.0	307419.0	289728.0	315274.0	486293.0	490412.0	519115.0	444866.0	495195.0	563325.0	500935.0	528635.0	547078.0	519064.0	529190.0	553820.0	519313.0	531235.0	530283.0		C7H2F12O2 [ C7 H2 F12 O2, db=85.99, tgt=, overall=85.99 ]		(344.9785, 14392.91)(345.981, 1192.17)	345.9865	C7H2F12O2	98	Esi-	8.804994
C18H37NO2	1.0	59494.0	78352.0	30726.0	74818.0	67387.0	99733.0	95478.0	95514.0	79394.0	88079.0	1.0	86764.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	165927.0	101835.0	1.0	131209.0	113209.0	115268.0	74097.0	101363.0	97164.0	77243.0	144228.0	96613.0	147679.0	1.0	129538.0	129325.0	85431.0	107120.0	99216.0	159883.0	175716.0	107350.0	142088.0	92055.0	1.0	147443.0	117401.0	149697.0	196449.0	167493.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	151451.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	391451.0	1.0	1.0		C18H37NO2 [ C18 H37 N O2, db=97.10, tgt=, overall=97.10 ]		(298.2743, 51898.96)(299.2774, 10115.14)(300.2806, 1264.97)	299.2824	C18H37NO2	40	Esi-	12.583992
C45H90N2O2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	324554.0	1.0	364767.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	299249.0	1.0	1.0	1.0	363424.0	123448.0	1.0	281601.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	410679.0	299577.0	276573.0	1.0	1.0	1.0	1.0	341450.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	173853.0	1.0	1.0		C45H90N2O2 [ C45 H90 N2 O2, db=49.32, tgt=, overall=49.32 ]		(344.342, 69820.73)(344.8368, 3654.37)(345.3435, 17630.54)(345.8461, 728.54)(346.3435, 4756.22)(346.8541, 687.91)(347.3522, 288.07)	690.7006	C45H90N2O2	11	Esi-	12.576999
C23H47NO4	1.0	56253.0	105445.0	51451.0	100272.0	114419.0	127267.0	145828.0	130596.0	162929.0	142799.0	1.0	115379.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	259024.0	98091.0	1.0	137521.0	71087.0	155663.0	65450.0	144664.0	91954.0	107488.0	134377.0	98250.0	202246.0	1.0	164588.0	124084.0	82028.0	68103.0	76787.0	236196.0	293809.0	164357.0	137326.0	85780.0	1.0	181964.0	137430.0	93989.0	138385.0	239582.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	143496.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	181245.0	1.0	1.0		C23H47NO4 [ C23 H47 N O4, db=98.42, tgt=, overall=98.42 ]		(400.3425, 40453.26)(401.3457, 10443.36)(402.349, 1761.36)	401.3494	C23H47NO4	40	Esi-	14.446005
983.9981@13.833007	1.0	219327.0	280183.0	257613.0	219331.0	268501.0	218303.0	224734.0	222594.0	266490.0	232378.0	1.0	243183.0	214708.0	195586.0	210139.0	188955.0	211019.0	190482.0	201992.0	1984916.0	178935.0	1.0	253020.0	202220.0	184408.0	219302.0	182611.0	193882.0	203656.0	210798.0	231138.0	204200.0	1.0	174830.0	180222.0	157880.0	160512.0	178312.0	179256.0	218586.0	191114.0	168497.0	178182.0	1.0	183949.0	103445.0	169623.0	136825.0	126744.0	1.0	130361.0	120854.0	118983.0	126135.0	115434.0	97647.0	111484.0	146937.0	125313.0	120567.0	1.0	114347.0	110057.0	113980.0	126825.0	121366.0	119895.0	103402.0	96187.0	124113.0	108592.0	1.0	106571.0	79222.0	103158.0	102107.0	108356.0	95930.0	103474.0	85217.0	92176.0	82487.0	1.0	48090.0	50479.0	48133.0	49867.0	47381.0	46497.0	51426.0	49387.0	50147.0	55305.0	1.0	58690.0	53818.0	48870.0				(982.9909, 53865.78)(983.9919, 11188.53)(984.9945, 2283.46)	983.9981	983.9981@13.833007	88	Esi-	13.833007
C8H26O5Si4 Esi-12.807006	1.0	31837.0	80587.0	1.0	1.0	38581.0	34044.0	43349.0	71182.0	136615.0	57971.0	1.0	57889.0	1.0	28634.0	1.0	1.0	26389.0	1.0	1.0	56013.0	276108.0	1.0	158203.0	92352.0	37062.0	70558.0	85401.0	96231.0	100142.0	90327.0	72362.0	95409.0	1.0	93998.0	321543.0	72941.0	1.0	25219.0	145732.0	55786.0	95996.0	105267.0	99797.0	1.0	85040.0	77352.0	64930.0	131144.0	44512.0	1.0	1.0	1.0	1.0	32013.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	27430.0	1.0	1.0	1.0	1.0	18812.0	1.0	1.0	1.0	1.0	19360.0	1.0	1.0	1.0	1.0	1.0	20338.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	30602.0	1.0	28804.0	1.0	1.0	20185.0	1.0	132382.0	35217.0	1.0		C8H26O5Si4 [ C8 H26 O5 Si4, db=96.04, tgt=, overall=96.04 ]		(313.0781, 26445.92)(314.0791, 7303.06)(315.076, 4635.39)	314.0854	C8H26O5Si4 Esi-12.807006	47	Esi-	12.807006
C8H2F14O2	84832.0	86421.0	88992.0	86411.0	106704.0	97514.0	102227.0	109782.0	117005.0	88440.0	101088.0	109864.0	95330.0	117028.0	99247.0	102541.0	109347.0	127865.0	116873.0	110274.0	117795.0	117167.0	134698.0	116237.0	128985.0	128903.0	126913.0	155674.0	149112.0	127043.0	122402.0	139602.0	134372.0	158949.0	164087.0	166766.0	150840.0	144571.0	138273.0	168772.0	159766.0	159443.0	164939.0	174523.0	167097.0	148887.0	164439.0	164998.0	131774.0	157577.0	126082.0	178185.0	142639.0	143183.0	163918.0	135296.0	146611.0	147801.0	137888.0	157294.0	156677.0	145426.0	181308.0	149591.0	188835.0	179641.0	184760.0	153584.0	160000.0	171355.0	212218.0	164833.0	173882.0	202336.0	205616.0	203506.0	225334.0	207602.0	212496.0	211829.0	183178.0	219002.0	221612.0	372421.0	384898.0	338423.0	410477.0	405982.0	443912.0	415407.0	450965.0	355702.0	402290.0	420284.0	410243.0	447108.0	431914.0	407626.0		C8H2F14O2 [ C8 H2 F14 O2, db=85.33, tgt=, overall=85.33 ]		(394.9751, 10482.11)(395.9777, 993.5)	395.9825	C8H2F14O2	98	Esi-	9.406996
C18H36O3	1.0	291436.0	86500.0	56205.0	38211.0	42857.0	79482.0	86464.0	71587.0	61273.0	46306.0	1.0	52274.0	64457.0	65356.0	79762.0	76453.0	69683.0	75104.0	61900.0	111212.0	60394.0	1.0	55423.0	49925.0	45117.0	80858.0	57065.0	58156.0	1.0	40582.0	46062.0	52991.0	1.0	45329.0	60400.0	41000.0	55882.0	1.0	55315.0	63565.0	69118.0	81280.0	51042.0	1.0	48535.0	1.0	1.0	52995.0	69093.0	1.0	47728.0	53038.0	1.0	99604.0	1.0	64408.0	51598.0	44236.0	52686.0	67708.0	1.0	59334.0	42093.0	1.0	51448.0	1.0	61034.0	60534.0	70724.0	81565.0	74251.0	1.0	71313.0	76576.0	79330.0	130179.0	93583.0	110204.0	91543.0	112982.0	144875.0	83389.0	1.0	104137.0	47926.0	81961.0	63996.0	96849.0	74325.0	70215.0	66987.0	91952.0	73331.0	1.0	70325.0	126829.0	102759.0		C18H36O3 [ C18 H36 O3, db=99.54, tgt=, overall=99.54 ]		(299.2591, 44198.89)(300.2621, 8711.67)(301.264, 1176.15)	300.2651	C18H36O3	80	Esi-	11.72199
C20H41NO4	1.0	48427.0	88109.0	39710.0	76676.0	84137.0	101679.0	104357.0	105992.0	107569.0	99035.0	1.0	85614.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	184724.0	86127.0	1.0	107593.0	63462.0	119734.0	48569.0	117615.0	81382.0	79398.0	98841.0	73398.0	139138.0	1.0	125067.0	99034.0	57812.0	58748.0	55950.0	175160.0	229228.0	102573.0	94654.0	77003.0	1.0	129664.0	107741.0	64532.0	92318.0	176276.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	82584.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	123225.0	1.0	1.0		C20H41NO4 [ C20 H41 N O4, db=98.24, tgt=, overall=98.24 ]		(358.296, 31346.28)(359.2986, 7247.11)(360.2997, 1110.61)	359.3027	C20H41NO4	40	Esi-	12.984003
C8H26O5Si4 Esi-10.968996	1.0	27937.0	70750.0	1.0	1.0	1.0	28582.0	29329.0	44335.0	96828.0	34002.0	1.0	51565.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	40000.0	235496.0	1.0	118582.0	78249.0	27372.0	63554.0	62460.0	73410.0	87457.0	64308.0	50827.0	79185.0	1.0	74009.0	258063.0	75632.0	1.0	1.0	112453.0	38217.0	86570.0	109516.0	83391.0	1.0	78167.0	92502.0	79352.0	130226.0	36790.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	47370.0	1.0	1.0	41589.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	50426.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	143620.0	1.0	1.0	1.0	29628.0	33037.0	1.0	1.0	28545.0	27985.0	26620.0	154946.0	238421.0	32847.0	25714.0		C8H26O5Si4 [ C8 H26 O5 Si4, db=95.21, tgt=, overall=95.21 ]		(313.0779, 28103.09)(314.0789, 8330.75)(315.0759, 5091.47)	314.0856	C8H26O5Si4 Esi-10.968996	46	Esi-	10.968996
C20H17Br2NO3	1.0	50162.0	53728.0	51923.0	40824.0	47675.0	51728.0	62763.0	58589.0	59530.0	56214.0	1.0	56620.0	48778.0	1.0	56556.0	1.0	1.0	44934.0	46451.0	81962.0	1.0	1.0	58883.0	60310.0	1.0	48307.0	1.0	53073.0	1.0	1.0	1.0	1.0	1.0	45040.0	59038.0	1.0	1.0	1.0	58420.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	51379.0	1.0	1.0	1.0	67131.0	60920.0	63152.0	69615.0	63915.0	55949.0	72639.0	1.0	81585.0	1.0	85378.0	1.0	80622.0	118286.0	96905.0	1.0	72693.0	87860.0	104291.0	96564.0	1.0	195283.0	186265.0	176211.0	182697.0	161246.0	179255.0	210916.0	201426.0	190903.0	209261.0	1.0	228720.0	246069.0	204351.0		C20H17Br2NO3 [ C20 H17 Br2 N O3, db=45.73, tgt=, overall=45.73 ]		(283.4764, 22413.48)(283.9706, 961.41)	568.9652	C20H17Br2NO3	53	Esi-	13.838994
C4H14O3Si2	1.0	1.0	1.0	1.0	1.0	1.0	24757.0	1.0	47422.0	93586.0	1.0	1.0	32519.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	156414.0	1.0	72225.0	59530.0	1.0	53434.0	53339.0	61037.0	64237.0	50709.0	45376.0	60608.0	1.0	42899.0	179056.0	57232.0	1.0	1.0	98352.0	1.0	1.0	81975.0	67403.0	1.0	58053.0	67551.0	47253.0	99183.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	23914.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	77234.0	1.0	1.0		C4H14O3Si2 [ C4 H14 O3 Si2, db=94.05, tgt=, overall=94.05 ]		(165.0406, 23548.03)(166.0399, 3795.28)(167.0389, 2143.78)	166.0483	C4H14O3Si2	26	Esi-	13.609996
C6H20O4Si3 Esi-12.161995	1.0	17961.0	49077.0	1.0	1.0	1.0	20218.0	18092.0	33741.0	82024.0	32734.0	1.0	39956.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	29121.0	176681.0	1.0	93232.0	54831.0	16974.0	47743.0	51161.0	59281.0	62303.0	47024.0	41960.0	58516.0	1.0	52267.0	208934.0	50061.0	1.0	1.0	96448.0	30362.0	71446.0	81307.0	67966.0	1.0	59658.0	58216.0	47740.0	93390.0	28371.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	21515.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14253.0	1.0	1.0	1.0	1.0	1.0	20320.0	1.0	1.0	1.0	1.0	1.0	1.0	132664.0	19971.0	1.0		C6H20O4Si3 [ C6 H20 O4 Si3, db=98.46, tgt=, overall=98.46 ]		(239.0594, 25623.17)(240.0601, 5431.29)(241.0574, 3107.54)	240.0677	C6H20O4Si3 Esi-12.161995	38	Esi-	12.161995
C4H14O3Si2 Esi-11.600003	1.0	1.0	44322.0	1.0	1.0	1.0	1.0	1.0	25012.0	64771.0	25217.0	1.0	32929.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	24748.0	152517.0	1.0	72556.0	44312.0	1.0	36238.0	36465.0	42837.0	55055.0	35906.0	28962.0	51174.0	1.0	44177.0	180222.0	39480.0	1.0	1.0	71481.0	1.0	47722.0	65741.0	49849.0	1.0	48439.0	48952.0	38604.0	77719.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	46616.0	99207.0	1.0	1.0		C4H14O3Si2 [ C4 H14 O3 Si2, db=98.23, tgt=, overall=98.23 ]		(165.041, 26681.09)(166.0414, 3983.54)(167.0375, 2079.44)	166.0479	C4H14O3Si2 Esi-11.600003	29	Esi-	11.600003
C11H5O4P	1.0	1.0	54899.0	1.0	61591.0	71400.0	63103.0	1.0	1.0	65552.0	60589.0	45093.0	49932.0	66128.0	76363.0	78796.0	90547.0	114202.0	66945.0	101108.0	128292.0	112548.0	112960.0	87284.0	70341.0	73653.0	113939.0	91637.0	137911.0	104975.0	88097.0	132064.0	125790.0	108047.0	110652.0	132816.0	147355.0	106386.0	142916.0	129033.0	127409.0	100319.0	99076.0	129593.0	109161.0	93115.0	88639.0	102307.0	144038.0	118308.0	95568.0	115709.0	131232.0	73843.0	132546.0	87933.0	130714.0	106940.0	74955.0	137632.0	127381.0	122074.0	137595.0	112943.0	76437.0	128259.0	146700.0	139507.0	154267.0	121117.0	123185.0	165441.0	142609.0	116918.0	170734.0	130727.0	173735.0	124821.0	140923.0	167645.0	178629.0	167817.0	180863.0	216821.0	238408.0	252473.0	240731.0	241955.0	247500.0	248657.0	251087.0	262281.0	244329.0	258010.0	259496.0	256737.0	258274.0	251802.0		C11H5O4P [ C11 H5 O4 P, db=64.33, tgt=, overall=64.33 ]		(230.9872, 4921.28)(231.9871, 828.7)	231.9945	C11H5O4P	93	Esi-	8.000997
404.7202@13.833998	1.0	104322.0	1.0	1.0	1.0	1.0	96328.0	1.0	1.0	1.0	1.0	1.0	1.0	102781.0	109150.0	1.0	1.0	1.0	1.0	1.0	109671.0	105529.0	1.0	1.0	1.0	1.0	1.0	1.0	109223.0	1.0	1.0	1.0	116853.0	1.0	1.0	1.0	1.0	1.0	1.0	122101.0	1.0	117263.0	1.0	121488.0	1.0	1.0	106820.0	1.0	1.0	117094.0	1.0	115003.0	116399.0	99587.0	1.0	1.0	1.0	1.0	1.0	130667.0	1.0	1.0	1.0	1.0	116172.0	1.0	142436.0	123941.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	110854.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	148819.0	1.0	128573.0	1.0	1.0				(403.7147, 14628.85)(404.7235, 5888.01)(405.7282, 2025.04)	404.7202	404.7202@13.833998	23	Esi-	13.833998
C17H28O3S	144638.0	141620.0	133628.0	136963.0	140274.0	138753.0	124049.0	139711.0	140591.0	138106.0	131482.0	154830.0	139668.0	140780.0	151624.0	131247.0	142477.0	136841.0	131421.0	133190.0	134642.0	135508.0	148360.0	132081.0	129464.0	135381.0	129095.0	133832.0	132594.0	135562.0	135370.0	131020.0	127229.0	157042.0	127415.0	135537.0	119222.0	129892.0	126693.0	123101.0	127167.0	132483.0	126651.0	115177.0	157303.0	143984.0	122624.0	138554.0	126198.0	126406.0	130734.0	118356.0	107558.0	121521.0	118400.0	116426.0	113549.0	120539.0	123383.0	112572.0	117753.0	122107.0	111656.0	128287.0	120768.0	106762.0	120031.0	104628.0	110265.0	124782.0	114815.0	117745.0	124934.0	102504.0	119742.0	123132.0	119742.0	116606.0	113175.0	101546.0	124974.0	120421.0	128467.0	112960.0	99572.0	103167.0	93165.0	86872.0	97318.0	95076.0	86287.0	110727.0	113291.0	72327.0	106661.0	91643.0	93918.0	76620.0		C17H28O3S [ C17 H28 O3 S, db=95.55, tgt=, overall=95.55 ]		(311.1685, 8386.97)(312.171, 1560.78)(313.1702, 720.42)	312.1756	C17H28O3S	98	Esi-	11.211003
C17H35NO4	1.0	1.0	25391.0	1.0	22360.0	18959.0	27597.0	29158.0	29221.0	23579.0	32361.0	1.0	27012.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	54034.0	25874.0	1.0	38407.0	37494.0	49230.0	16637.0	58704.0	25985.0	35201.0	50548.0	26165.0	53831.0	1.0	53940.0	37458.0	19604.0	19901.0	18241.0	80175.0	146411.0	32313.0	37849.0	26150.0	1.0	67925.0	56933.0	37855.0	65343.0	96105.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	24984.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	50796.0	1.0	1.0		C17H35NO4 [ C17 H35 N O4, db=98.93, tgt=, overall=98.93 ]		(316.2488, 27819.38)(317.2521, 5417.1)(318.2552, 901.71)	317.2562	C17H35NO4	38	Esi-	11.877007
C26H45N3O6	1.0	37149.0	45118.0	165179.0	26630.0	57719.0	1.0	1.0	1.0	1.0	73875.0	1.0	36573.0	39758.0	21792.0	43752.0	24469.0	24034.0	1.0	1.0	1.0	1.0	1.0	39389.0	26031.0	1.0	22226.0	21692.0	25280.0	1.0	1.0	1.0	24746.0	1.0	24897.0	27153.0	21407.0	1.0	28284.0	30877.0	27116.0	57658.0	24787.0	53076.0	1.0	48432.0	26684.0	1.0	1.0	1.0	1.0	47225.0	66754.0	51294.0	105628.0	88320.0	98700.0	84255.0	32965.0	51550.0	143595.0	1.0	59442.0	64576.0	48888.0	32783.0	37228.0	42502.0	21029.0	65549.0	75138.0	61771.0	1.0	69176.0	47227.0	46374.0	107463.0	59626.0	87375.0	32990.0	62379.0	83703.0	92282.0	1.0	80466.0	68013.0	43970.0	68093.0	113236.0	67889.0	44390.0	51902.0	86225.0	28039.0	1.0	112765.0	97866.0	34185.0		C26H45N3O6 [ C26 H45 N3 O6, db=98.32, tgt=, overall=98.32 ]		(540.3288, 15112.16)(541.3316, 4269.1)(542.334, 911.05)	541.3368	C26H45N3O6	72	Esi-	12.296006
C27H45N3O6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	69241.0	1.0	1.0	1.0	28114.0	1.0	1.0	1.0	121796.0	1.0	1.0	44554.0	1.0	1.0	33222.0	1.0	1.0	46636.0	39654.0	22553.0	1.0	50538.0	1.0	41467.0	155915.0	69042.0	106342.0	25550.0	87263.0	131495.0	121199.0	1.0	92901.0	1.0	1.0	1.0	1.0	72003.0	53975.0	30047.0	67618.0	1.0	1.0	114061.0	134513.0	21249.0		C27H45N3O6 [ C27 H45 N3 O6, db=97.81, tgt=, overall=97.81 ]		(566.3444, 13776.71)(567.3473, 4153.61)(568.3513, 1039.71)	567.3516	C27H45N3O6	25	Esi-	12.485996
C14H28O2	1.0	55991.0	56825.0	64598.0	53303.0	67436.0	64124.0	65242.0	60457.0	64706.0	63336.0	1.0	56570.0	73951.0	65823.0	85333.0	64307.0	67640.0	71483.0	68757.0	73436.0	72298.0	1.0	56356.0	66574.0	62146.0	72865.0	71399.0	61049.0	66129.0	64019.0	66550.0	56804.0	1.0	66511.0	72306.0	73625.0	72173.0	67492.0	72121.0	71239.0	80414.0	79278.0	75230.0	1.0	67384.0	78448.0	75829.0	78173.0	73974.0	1.0	58351.0	71814.0	47921.0	58810.0	73035.0	68885.0	73093.0	66450.0	64656.0	76102.0	1.0	73061.0	76191.0	78971.0	79468.0	75220.0	90868.0	75096.0	91965.0	79806.0	87700.0	1.0	80695.0	90861.0	70810.0	100291.0	88959.0	87695.0	92514.0	96983.0	94484.0	96142.0	1.0	117813.0	119618.0	119076.0	123322.0	131835.0	120530.0	131379.0	140126.0	142171.0	127793.0	1.0	127180.0	150441.0	131824.0		C14H28O2 [ C14 H28 O2, db=83.86, tgt=, overall=83.86 ]		(227.2011, 8116.52)(228.2055, 1400.74)	228.2093	C14H28O2	88	Esi-	12.13599
